,Tweets,Player,Cosine Similarity,sentiment
2299,"#ipl2018 #mivkkr 15 runs from mitchell johnson 's first over - 0, 6, 4, 0, 4, 1",Mitchell Johnson,0.003900603699297124,0.0
2296,"#ipl2018 #mivkkr after mitchell johnson 's first over produces 15 runs, piyush chawla goes for 14 runs live http:// indianexpress.com/article/sports /ipl/ipl-2018-live-score-mi-vs-kkr-mumbai-wankhede-stadium-match-today-5165324/ û_",Mitchell Johnson,0.0018072744163822488,0.0
2291,"mi - 126/2, 14 overs after going for 15 runs in his first over, mitchell johnson pulls it back and concedes just runs from his second over. stay updated http:// bit.ly/kkrmatchcentre #mivkkr #ipl2018 #kkrhaitaiyaar",Mitchell Johnson,0.0016013293161111,0.0
2288,"mitchell johnson this season first 38 balls 53 runs, 2 wickets, 8.37 rpo next 94 balls 163 runs, 0 wickets, 10.40 rpo @kkriders @mohanstatsman @bhogleharbhajan_singhsha #mivkkr #ipl #ipl2018 #coverdriving",Mitchell Johnson,0.0015936673024051422,0.0
2281,"1 cameron delport, 2 sunil narine, 3 robin uthappa, 4 shubman gill, 5 nitish rana, 6 dinesh karthik (capt & wk), 7 andre russell, 8 piyush chawla, 9 kuldeep yadavid_david_miller, 10 shivam mavi 11 mitchell johnson #knightriders #kkrvmi #ipl2018 #kkrhaitaiyaar",Mitchell Johnson,0.07670258076765805,0.0
2280,chris lynn shubman gill robbie uthappa nitish rana dinesh karthik andra russell sunil nariene mitchell johnson prasiddha krishna piyush chawla kuldeep yadva #kkrvsmi #kkrhaitaiyaar #korbolorbojeetbo @kkriders #ipl2018,Mitchell Johnson,0.027101557550132455,0.0
2279,"robin uthappa , mitchell johnson , nitish rana ,vinay kumar ,suryakumar yadav #kkrvmi #kkrhaitaiyaar #korbolorbojeetbo #ipl2018",Mitchell Johnson,0.002585839537912562,0.0
2278,#contestalert 7 players 1)dk 2)robin uthappa 3)nitish rana 4) mitchell johnson 5)kuldeep yadav 6)vinay kumar 7)apoorv wankhade #kkrvmi #kkrhaitaiyaar #ipl2018 #ipl #perfectfan,Mitchell Johnson,0.0021711104534884616,0.0
2277,robin uthappa dinesh karthik r vinay kumar suryakumar yadavid_david_miller nitish rana mitchell johnson pradeel sangwan apoorv wankhede #kkrhaitaiyaar #kkrvmi #korbolorbojeetbo #ipl2018,Mitchell Johnson,0.002070842237282476,0.0
2275,"#contestalert #kkrvmi 8 players from the current squards have represented both , mi and kkr are #kkrhaitaiyaar 1.dinesh karthik 2.vinay kumar 3.nitish rana 4.kuldeep yadavid_david_miller 5.apoorv wankhade 6. mitchell johnson 7. robbin uthappa 8. pradeep sangwan #ipl2018 #kkrhaitaiyaar",Mitchell Johnson,0.0015935302862358594,0.0
2305,south african pacer junior dala will replace fellow countryman chris morris in delhi daredeab_villierssûª squad for the remainder of ipl 2018. #ipl #ipl2018 #news https://www. t20icricket.com/ipl-2018/junio r-dala-replaces-chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleis_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle-chris_morris-for-delhi-daredeab_villierss/ û_,Chris Morris,0.0013764754072606257,0.0
2274,total 9 players robin uthappa nitish rana mitchell johnson surya kumar yadavid_david_miller vinay kumar dinesh karthik pradeep sangwan kuldeep yadavid_david_miller apoorv wankhade #kkrvmi #ipl2018 #kkrhaitaiyaar,Mitchell Johnson,0.0019095101771555703,0.0
2272,"mumbai indians are unchanged #kkr make two changes in: rinku singh, tom curran out : shubman gill (injured), mitchell johnson #ipl2018 #kkrvmi pic.twitter.com/lxi5dqhobt",Mitchell Johnson,0.002038620714409959,0.0
2271,"mumbai indians are unchanged #kkr make two changes in: rinku singh, tom curran out : shubman gill (injured), mitchell johnson #ipl2018 #kkrvmi pic.twitter.com/fbm1rjemfw",Mitchell Johnson,0.002038620714409959,0.0
2270,#mi going in with an unchanged line-up. #kkr bring in rinku singh and tom curran in for shubman gill and mitchell johnson ... #kkrvmi #ipl2018,Mitchell Johnson,0.002032358702909032,0.0
2268,skipper @dineshkarthik makes changes for tonight's crucial encounter against @mipaltan shubman gill & mitchell johnson rinku singh & tom curran #kkrvmi #ipl2018 #kkrhaitaiyaar pic.twitter.com/wfrobunge2,Mitchell Johnson,0.001860370745140138,0.0
3176,#whodekane_williamsonvetobeinxi #ipl2018 #rr p chopra m lomror i sodhi ankit sharbhajan_singhma,Ankit Sharma,0.0033837514893379985,0.0
2266,"mumbai indians are unchanged #kkr make two changes in: rinku singh, tom curran out : shubman gill (injured), mitchell johnson #ipl2018 #kkrvmi pic.twitter.com/usjrucbwg6",Mitchell Johnson,0.002038620714409959,0.0
2265,changes in #kkr out - shubman gill & mitchell johnson in - rinku singh & tom curran #kkrvmi #ipl2018 #kkrhaitaiyaar,Mitchell Johnson,0.0026743210222838158,0.0
2264,"mumbai indians are unchanged #kkr make two changes in: rinku singh, tom curran out : shubman gill (injured), mitchell johnson #ipl2018 #kkrvmi",Mitchell Johnson,0.002221828532751019,0.0
2263,"have your say @cricbuzz #kkrvmi #ipl2018 vinay kumar , mitchell johnson , nitish rana , robin uthappa , dk & sky",Mitchell Johnson,0.0023948839984131846,0.0
2258,my #ipl2018 xi mayank agarwal d'arcy short stuart binny(c / coach) rinku singh glenn maxwell wriddhiman saha (wk) pawan negi barinder saran mohit sharbhajan_singhma vinay kumar mitchell johnson #rcbvsrh,Mitchell Johnson,0.02930190470175089,0.0
3179,d'arcy short ajinkya rahane h klassen sanju samson ben stokes jos buttler k gowtham s stuart_binny ankit sharbhajan_singhma d kuldinesh_dinesh_dinesh_dinesh_karthikkikhikni j unadkat #predictandwin #rrvdd #jazbajeetka #hallabol #ipl2018,Ankit Sharma,0.002024146705654907,0.0
2304,1. :- total - 110 1st inning - 48 2nd inning - 62 2. :- chris morris #prestigethemanstore #ipl #contest #contestalert #ipl2018 #ddvrr @8156032045 @bhansali_jinal @simpletangri23 @piyu196 @itzzmesush @sushmasonu333 @fashionistats @geetztandon @shivanikesarwa2 pic.twitter.com/lqnkwkvlb4,Chris Morris,0.001358158696020297,0.0
2307,#ipl2018 : chris morris is ruled out of #ipl & his south african teammate replaces him in #dd squad http:// cricfit.com/ipl-2018-chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleis_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle -chris_morris-ruled-ipl-south-african-teammate-replaces-dd-squad/ û_,Chris Morris,0.0012920738879407007,0.0
2358,most stumpings in ipl 33 :ms dhoni*** 32 :robin utthapa 30 :dinesh karthik 18 : wriddhiman saha 16 :adam gilchris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleis_chris_chris_morris_chris_chris_morris_chris_chris_morris_gaylet 14 :parthiv harshal_patel #cskvsrh #ipl2018final #ipl2018,Wriddhiman Saha,0.051669816410732,0.0
2333,junior dala replaces chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleis_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle chris_morris #ipl2018,Chris Morris,0.0036305706156554095,0.0
2357,most stumpings in #ipl : @msdhoni robin uthappa 32 dinesh karthik 30 wriddhiman saha 18 adam gilchris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleis_chris_chris_morris_chris_chris_morris_chris_chris_morris_gaylet 16 #ipl2018 #iplfinal #cskvsrh,Wriddhiman Saha,0.0023659387163078947,0.0
2356,shane watson became the second player to score a hundred in ipl final after wriddhiman saha #cskvsrh #ipl2018,Wriddhiman Saha,0.0819079706315835,0.0
2355,shane watson became the second player to score a hundred in ipl final after wriddhiman saha #cskvsrh #ipl2018,Wriddhiman Saha,0.0819079706315835,0.0
3172,"rr (playing xi): ajinkya rahane(c), jos buttler(w), prashant chopra, sanju samson, ben stokes, stuart binny, krishnappa gowtham, jofra archer, ankit sharbhajan_singhma , jaydev unadkat, ish sodhi #ipl2018 #rrvscsk",Ankit Sharma,0.0020820159451660843,0.0
2350,has dinesh karthik moved ahead of wriddhiman saha in the pecking order for indian wicket-keepers? some talking points from #ipl2018 : http:// scroll.in/field/a/880664,Wriddhiman Saha,0.0018500509566934048,0.0
2349,chris morris out #ipl2018 at #dd team replace in junior dala #ipl2018 in #dd team. pic.twitter.com/nfqdqstyl4,Chris Morris,0.004929668524362557,0.0
2341,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2339,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2337,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2336,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2335,. @delhidaredeab_villierss ' chris morris out of #ipl2018 . south africa fast bowler junior dala named as replacement. #delhidaredeab_villierss,Chris Morris,0.0022380659117864424,0.0
2334,"just in - #chrismorris ruled out of ipl , #juniordala south african fast bowler will replace chris morris in #dd squad for #ipl2018 .",Chris Morris,0.0021011997468987353,0.0
2330,@delhidaredeab_villierss junior dala replaces chris morris in dd camp #ipl2018 #kkrvdd #dd #delhidaredeab_villierss https:// youtu.be/mwsxaxvbihi,Chris Morris,0.0021183287511684305,0.0
2308,"chris morris ruled out of tournament, south africa's junior dala replaces him for delhi daredeab_villierss #ipl2018 #dildilli #ipl2018",Chris Morris,0.0048496782906510254,0.0
2328,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2327,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2322,#ipl2018 #ddvkkr #dream11 chris morris ruled out of ipl #retweet,Chris Morris,0.0031141367000030672,0.0
2320,"#ipl2018 #ddvkkr #dream11 chris morris ruled out of ipl ,, junior dala replaced it... #retweet",Chris Morris,0.002536061290246255,0.0
2319,#ipl2018 #ddvkkr #batball #fantasycricket chris morris ruled out of ipl #retweet,Chris Morris,0.002643324560980329,0.0
2318,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2317,chris morris ruled out of ipl 2018!! #ipl2018 #dd #iplt20 pic.twitter.com/lrr79nubrx,Chris Morris,0.003073140421755843,0.0
2314,""" breaking - junior dala will replace chris morris in the #dd squad for #ipl2018 """,Chris Morris,0.003015065696282078,0.0
2313,breaking - junior dala will replace chris morris in the #dd squad for #ipl2018,Chris Morris,0.003015065696282078,0.0
2312,news: chris morris out of #ipl2018 nepalese:,Chris Morris,0.00387037956672893,0.0
2311,#ipl2018 #dream11 chris morris ruled out from #ipl18 #retweet and #follow,Chris Morris,0.002946641241651531,0.0
2310,junior dala replaces chris morris for delhi daredeab_villierss | ipl 2018 news #ipl2018 #bestvsbest https:// iplspotlight.blogspot.com/2018/04/junior -dala-replaces-chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleis_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle-chris_morris-for-delhi-daredeab_villierss-vivo-ipl-2018.html#.wunwxlqllum.twitter û_,Chris Morris,0.03430498295323668,0.0
2450,1. ajinkya rahane 2. wridhimaan saha 3. mayank aggarwal 4. rohit sharbhajan_singhma 5. aaron finch 6. ben stokes 7. stuart binny 8. glenn maxwell 9. ravichandran ashwin 10. jaydev unadkat 11. mohit sharbhajan_singhma #iplflop11 #ipl2018 #rrvkkr,Aaron Finch,0.002089367982351178,0.0
2451,#iplxi 1- gautam gambati_ambati_rayuduyuduhir 2-glenn maxwell 3-ben strokes 4-rinku singh 5- aaron finch 6- #stuardbinny (c) 7-rohit sharbhajan_singhma 8- #vinaybhuvaneshwar_vinay_kumar (vc) 9- axar axar_patel 10- jaydev unadkat 11-chris chris_morris 12- sarfaraj khan coach- #ajitagardinesh_dinesh_dinesh_dinesh_karthikkikhik (bowling) #munafharshal_patel (fieldinesh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikh_dinesh_dinesh_dinesh_dinesh_dinesh_karthikkikhikthikg) #ipl2018,Aaron Finch,0.01693115047982713,0.0
2457,aaron finch interview https:// youtu.be/gjhzodtrz_k #ipl2018 #cskvkxip,Aaron Finch,0.0031741962344449728,0.0
2600,"following in the footsteps of ashwin, shahbaz nadeem bowling wriddhiman_wriddhiman_sahadhiman_wriddhiman_sahaisties now. #ipl2018 #ddvsrh",Shahbaz Nadeem,0.0025253716551113387,0.0
3143,kedar jadhav 2.0 #ipl2018 #ipl pic.twitter.com/cr9chsux8t,Kedar Jadhav,0.0038191721379309315,0.0
3145,kedar jadhav after seeing manoj tiwary bowling. #srhvkxip #ipl2018 pic.twitter.com/kujn8zhi2d,Kedar Jadhav,0.0026603840899014105,0.0
3148,"manoj tiwary doing a kedar jadhav ...!! atleast with the ball for the moment , only tim_tim_southeee will tell if with the bat #ipl2018 #srhvkxip",Kedar Jadhav,0.001984140663517355,0.0
1929,"@lionsdenkxip (playing xi): lokesh rahul (wk), chris gayle, aaron finch, david miller, karun nair, manoj tiwary, axar harshal_patel , ravichandran ashwin (c), andrew tye, mohit sharbhajan_singhma, ankit rajpoot #cskvkxip #ipl2018 live updates : https:// goo.gl/sjps6p pic.twitter.com/dpv9d8bw7g",Axar Patel,0.024177947687504323,0.0
3149,kedar jadhav 2.0? #ipl2018 #kentcricketlive #srhvkxip,Kedar Jadhav,0.003990986176137178,0.0
2609,"for delhi, dan christian has replaced colin munro and, naman ojha comes in for shahbaz nadeem for team delhi #ipl2018 http://www. wionews.com/sports/ipl-201 8-delhi-opt-to-bat-against-hyderab_ab_ab_villiersliers_ab_ab_villiersliersad-134817?src=tw û_",Shahbaz Nadeem,0.0014876075518980194,0.0
3150,opening in royal 1. jos buttler 2. ariyman bilra 3. sanju samson 4. ajinkya rahane 5. ben stock 6. stuart binny 7. krishnappa gowtham 8. ish shodi 9. archer jofra 10. ankit ankit_sharbhajan_singhma /dhawal kuldinesh_dinesh_dinesh_dinesh_karthikkikhikni 11. jaydev jaydev_unadkat #perfectteam #hallabol #rrvkkr #ipl2018 @ajinkya_ajinkya_rahaneya_ajinkya_rahaneajinkya_rahane88,Ankit Sharma,0.0016053966483515836,0.0
2606,delhi daredeab_villierss (playing xi): prithvi shaw jason roy shreyas iyer(c) rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w) glenn maxwell vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik liam plunkett harshal harshal_patel amit mishra shahbaz nadeem trent boult #ddvsrh #ipl2018,Shahbaz Nadeem,0.025874436234085137,0.0
2605,"delhi daredeab_villierss (playing xi): prithvi shaw, jason roy, shreyas iyer(c), rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, liam plunkett, harshal harshal_patel, amit mishra, shahbaz nadeem , trent boult https:// bit.ly/2ryizxf #ddvsrh #srhvdd #ipl2018",Shahbaz Nadeem,0.023131351726292618,0.0
3151,"team changes - #mi - in: nobody | out: nobody #rr - in: gopal, short, kuldinesh_dinesh_dinesh_dinesh_karthikkikhikni | out: sodhi, chopra, ankit sharbhajan_singhma #mivrr #ipl2018",Ankit Sharma,0.0021417294655401114,0.0
2604,". @delhidaredeab_villierss daredeab_villierss (playing xi): prithvi shaw, jason roy, shreyas iyer(c), rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, liam plunkett, harshal harshal_patel, amit mishra, shahbaz nadeem , trent boult #ddvsrh #ipl2018 where to watch match live: https:// goo.gl/8ermfe pic.twitter.com/usckv9wuys",Shahbaz Nadeem,0.02089916441826315,0.0
2602,"#ddvsrh #ipl2018 delhi daredeab_villierss:åêprithvi shaw, jason roy, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (wk), shreyas iyer (capt), glenn maxwell, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, harshal harshal_patel, liam plunket, amit mishra, shahbaz nadeem , trent boult http:// indianexpress.com/article/sports /ipl/ipl-2018-live-score-dd-vs-srh-feroz-shahbaz_shahbaz_nadeem-kotla-ipl-match-today-5171048/ û_",Shahbaz Nadeem,0.036784974758693224,0.0
2598,#srh in kane_williamson were setting up and just then karn sharbhajan_singhma strikes.. #ipl2018,Karn Sharma,0.0027976653052716747,0.0
2611,daredeab_villierss bring in two changes in their side. dan christian and naman ojha come in place of colin munro and shahbaz nadeem #ipl2018 #vivoipl #srhvdd https:// deccanchris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleonicle.com/sports/cricket /050518/2018-ipl-sunrikane_williamsons-hyderab_ab_ab_villiersliers_ab_ab_villiersliersad-vs-delhi-daredeab_villierss-kane_williamson-kane_williamson-shrey.html û_,Shahbaz Nadeem,0.0015120478634449211,0.0
2597,#ipl2018 #cskvsrh #csk #srh wicket! kane williamson walks back to the dugout after scoring 47(36) for @sunrikane_williamsons . st ms dhoni b karn sharbhajan_singhma . srh: 101/3 in 12.1 overs. http:// indianexpress.com/article/sports /ipl/ipl-2018-final-live-cricket-score-csk-vs-srh-wankhede-stadium-mumbai-5193328/?utm_source=twbot_iplcskvsrh&utm_medium=social û_,Karn Sharma,0.05373942297428076,0.0
2596,stumped #captainkane is stumped by dhoni off the first delivery of the over by karn sharbhajan_singhma . #cskvsrh #ipl2018final #ipl2018,Karn Sharma,0.026747482319283398,0.0
2594,"so that's why dhoni went with karn sharbhajan_singhma in this match. sends williamson back to the paab_villiersion. it's always foresight when dhoni is around, never hindsight! #ipl2018 #cskvssrh",Karn Sharma,0.06077884960327235,0.0
2593,big_final csk_vs_srh srh_101/3 over_12.1 shakib_18* williamson_47 out st dhoni - karn sharbhajan_singhma wk----- - #ipl2018 #iplfinal,Karn Sharma,0.05091827071353926,0.0
2587,innings break srh 178/6 (20 ovs) williamson 47 y pathan 45 lungi ngidi 1/26 karn sharbhajan_singhma 1/25 #cskvsrh #ipl2018,Karn Sharma,0.027919078718029493,0.0
2586,can karn sharbhajan_singhma bat? #cbhaveyoursay #cskvsrh #iplfinal #ipl2018,Karn Sharma,0.003915916027589658,0.0
3152,"team changes - #mi - in: nobody | out: nobody #rr - in: gopal, short, kuldinesh_dinesh_dinesh_dinesh_karthikkikhikni | out: sodhi, chopra, ankit sharbhajan_singhma #mivrr #ipl2018",Ankit Sharma,0.0021417294655401114,0.0
3153,opening in royal 1. jos buttler 2. sanju samson 3. prashant chopra 4. ajinkya rahane 5. ben stock 6. stuart binny 7. krishnappa gowtham 8. ish shodi 9. archer jofra 10. ankit ankit_sharbhajan_singhma 11. jaydev jaydev_unadkat #perfectteam #hallabol #rrvmi #ipl2018 ajinkya rahane,Ankit Sharma,0.0016264773838966147,0.0
2570,karn sharbhajan_singhma :- in srh 2016 (champions) in mi 2017 ( champions) in csk 2018( champions) . rcb should consider buying karn sharbhajan_singhma in next year's auction! #cskvssrh #cskvsrh #ipl2018 #ipl2018final,Karn Sharma,0.0016334008315601685,0.0
2569,karn sharbhajan_singhma :- in srh 2016 (champions) in mi 2017 ( champions) in csk 2018( champions) . rcb should consider buying karn sharbhajan_singhma in next year's auction! #cskvssrh #cskvsrh #ipl2018 #ipl2018final,Karn Sharma,0.0016334008315601685,0.0
3154,two boundaries in the second over the innings from ankit sharbhajan_singhma . #csk 18/0 (2) #ipl2018 #rrvcsk,Ankit Sharma,0.0030181258365260303,0.0
2568,run #shane_watson maare. dimag #dhoni lagaye. trophy karn sharbhajan_singhma lekr khush hora h chutiya #ipl2018 #ipl2018final #csk #cskvsrh,Karn Sharma,0.0233086668586953,0.0
2610,daredeab_villierss bring in two changes in their side. dan christian and naman ojha come in place of colin munro and shahbaz nadeem #ipl2018 #vivoipl #srhvdd https:// deccanchris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayle_chris_chris_morris_chris_chris_morris_chris_chris_morris_gayleonicle.com/sports/cricket /050518/2018-ipl-sunrikane_williamsons-hyderab_ab_ab_villiersliers_ab_ab_villiersliersad-vs-delhi-daredeab_villierss-kane_williamson-kane_williamson-shrey.html û_,Shahbaz Nadeem,0.0015120478634449211,0.0
2614,". @delhidaredeab_villierss (playing xi): prithvi shaw, colin munro, shreyas iyer (c), rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant (wk), glenn maxwell, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, liam plunkett, amit mishra, shahbaz nadeem , avesh khan, trent boult #ipl2018 #ddvsrr live updates: https:// goo.gl/h1b54a pic.twitter.com/ddvjg16wdc",Shahbaz Nadeem,0.057516589729037025,0.0
2458,"#ipl2018 | #cskvskxip | kl rahul, chris gayle and aaron finch out! kings xi punjab_ab_ab_villiersliers_ab_ab_villiersliers 16/3 after 4 overs live: http:// bit.ly/ipl18cskvskxip pic.twitter.com/papjcxgv18",Aaron Finch,0.002229368814351779,0.0
2634,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ipl2018 #ddvkxip",Shahbaz Nadeem,0.02897466770293785,0.0
3140,very few players set a trent_trent_boultd. kedar jadhav is one such genius! #ipl2018 https:// twitter.com/thefield_in/st atus/989734314458824706 û_,Kedar Jadhav,0.0018602658731826191,0.0
2656,#ipl2018 : an overthrow from deepak hooda gives @chennaiipl 5 runs off the over #iplfinal2018 | #cskvssrh | #whistlepodu | #sunrikane_williamsonshyderab_ab_ab_villiersliers_ab_ab_villiersliersad | #srh | @sunrikane_williamsons https://www. latestly.com/sports/cricket /csk-vs-srh-ipl-2018-finals-live-score-updates-wankhede-stadium-hosts-chennai-super-kings-vs-sunrikane_williamsons-hyderab_ab_ab_villiersliers_ab_ab_villiersliersad-184905.html û_,Deepak Hooda,0.001580078036873439,0.0
2654,deepak hooda -.-... overthrow kane_williamsoniously..-.-.. either u do something with the ball or field now #srh #srhvcsk #csk #ipl2018 #ipl2018finals #cricbuzz,Deepak Hooda,0.0021728296506142546,0.0
2651,olx auction list of this year's ipl 1. stuart bunny 2.vijay shanker 3.j p duminy 4. deepak hooda 5.pawan negi 6.sharbhajan_singhfaraz khan #ipl2018final #ipl #ipl2018 #ipl #rcb #mi #dd #srh #dd,Deepak Hooda,0.01904652502262703,0.0
3142,"a new bowling action has come into existence since today. if a right hander bowls it it'll called ""right arm kedar jadhav "" #ipl2018 #srhvrr",Kedar Jadhav,0.001561806122678487,0.0
2649,four! three consecutive boundaries for de villiers off shahbaz nadeem 's over #rcbvdd #vivoipl #ipl2018,Shahbaz Nadeem,0.0027303009900354904,0.0
2648,four! three consecutive boundaries for de villiers off shahbaz nadeem 's over #rcbvdd #vivoipl #ipl2018,Shahbaz Nadeem,0.0027303009900354904,0.0
2639,shahbaz shahbaz_nadeem will take most #numberofwickets #ipl2018 #vivoipl2018 #predict #guess,Shahbaz Nadeem,0.002613808262502678,0.0
2638,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ddvskxip #ipl2018 live updates: http:// goo.gl/9mpkz6 live scorecard: http:// goo.gl/soamln",Shahbaz Nadeem,0.02080572631668653,0.0
2637,"delhi daredeab_villierss (playing xi): gautam gambati_ambati_rayuduyuduhir(c), shreyas iyer, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, liam plunkett, shahbaz nadeem , harshal harshal_patel, trent boult #ddvkxip #vivoiplonstar #vivoipl2018 #ipl2018",Shahbaz Nadeem,0.02509789344103546,0.0
2636,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ipl2018 #ddvkxip",Shahbaz Nadeem,0.02897466770293785,0.0
2635,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ipl2018 #ddvkxip",Shahbaz Nadeem,0.02897466770293785,0.0
2633,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ipl2018 #ddvkxip",Shahbaz Nadeem,0.02897466770293785,0.0
2616,"#ipl2018 #ddvrr delhi daredeab_villierss xi: prithvi shaw, colin munro, shreyas iyer(c), rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, liam plunkett, amit mishra, shahbaz nadeem , avesh khan, trent boult https://www. indiatoday.in/sports/story/i pl-2018-dd-vs-rr-live-cricket-score-rajasthan-bowl-still-no-gambati_ambati_rayuduyuduhir-for-delhi-1225088-2018-05-02 û_",Shahbaz Nadeem,0.03181853553107519,0.0
2632,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ipl2018 #ddvkxip """,Shahbaz Nadeem,0.02897466770293785,0.0
2631,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ipl2018 #ddvkxip . #vivoipl #perfectfan",Shahbaz Nadeem,0.02774835981686323,0.0
2630,"delhi daredeab_villierss (playing xi): gambati_ambati_rayuduyuduhir(c), shreyas, rishab_ab_ab_villiersliers_ab_ab_villiersliersh pant(w), glenn maxwell, daniel christian, vijay shandinesh_dinesh_dinesh_dinesh_karthikkikhik, rahul tewatia, plunkett, shahbaz nadeem , harshal, trent boult #ipl2018 #ddvkxip",Shahbaz Nadeem,0.02897466770293785,0.0
