username,tweet,date
Cricket_stats_,@SDhawan25 record in @IPL Matches - 127 Runs - 3561 SR - 121.87 50s - 28 @imjadeja record in #IPL Matches - 138 Runs - 1409 SR - 122.92 Wickets - 82 My vote to jadeja... #VIVOIPL #IPL11 #IPL2018 #BESTvsBEST,3/29/18 11:41
mitpopat,"Hey, Download and try this Awesome App for IPL -2018, Very Useful App for IPL 11, Gives you complete Schedule of IPL 11 with Point Table, Orange Cap list, Purple Cap List etc. How awesome! I think you'd like it https:// itunes.apple.com/us/app/ipl-201 6-schedule-schedule/id1089128384?ls=1&mt=8 â€_ #IPL2018 #VivoIPL",3/29/18 11:39
msdaddicts,Die Hard MSDian . . . . #mahi #msd #msdhonifc #msdhoni #dhoni #csk #ipl #ipl2018 #raina #bravo #jadeja #harbhajansingh #dhoniaddicts #msdhonifansofficial #WhistlePodu #whistlepoduarmy #chennaisuperkings #fans #OpenIJKStands pic.twitter.com/TvwV5GArmc,3/29/18 11:39
Shaikhk26667430,@rajasthanroyals Who Will Be Replace In Place Of @stevesmith49 At @IPL #IPL2018 In @rajasthanroyals #HallaBol,3/29/18 11:39
SakshiPost,"IPL 2018 Time Table, Captains Of Teams https:// bit.ly/2GiHoVR #IPL11 #IPL2018 #kkrkacaptainkaun #CSK #CSKSuperFan #KingsXIPunjab #MumbaiIndians #SunrisersHyderabad #OrangeArmy #RCB #ViratKohli #RR",3/29/18 11:38
STsportsUK,"#IPL2018 : 4-night Sunrisers Hyderbad Travel Packages start from Â£825pp. Flights, Hotels, Airport/Match day included https:// goo.gl/6kBghz #IPL #VivoIPL pic.twitter.com/Dj7YCVYWqb",3/29/18 11:38
rajkumar1104,Guys if u wanna have fun on Twitter during IPL time then please follow this guy. @Im__Arfan #IPL2018,3/29/18 11:34
aliimranf,IPL means Ø§Ù†ÚˆÛŒØ§ Ù_Ø± Ù„Ø_Ù†Øª Ù„ÛŒÚ©Ù† Ú©ÛÅØ§Úº Ø_Û’ØŸØŸ PSL means Ù_Ø§Ú©Ø_ØªØ§Ù† Ø_Û’ Ù„Ø_Ù†Øª #IPL2018,3/29/18 11:33
sakil_rahman,#IPL2018 #IPL #Bangladesh #SAKIB #Tamim #MUSTAFIZ #FAN #cricket #cricketcrisis https:// twitter.com/thikanabuzz/st atus/979393625271480320 â€_,3/29/18 11:33
garlicsauce99,Indian Premier League IPL 11 2018 Tips and Betting https://www. olbg.com/blogs/post.php ?id=413822#.Wr0UdhPvs7c.twitter â€_ @SunRisers on the drift in the market as Kane Williamson takes the helm to steady the ship #IPL11 #IPL2018,3/29/18 11:30
rdd_127,#Vodafone #ZooZoo when #IPL is going to start #IPL2018 pic.twitter.com/hD1AQOYzes,3/29/18 11:30
NareshD15610264,Don't allow Australian's cricketers ( cheeters) in our presetion #IPL2018 . please consider my request #BCCI . because cheeters have don't place in our ipl,3/29/18 11:29
im_arasu,à®°à®_à®¿à®• à®_à®£à¯çà®Ÿà¯ˆà®¯ à®µà®¿à®Ÿ à®®à¯‹à®_à®®à®_à®©à®_à¯Å à®‡à®¨à¯çà®_ #IPL à®_à®£à¯çà®Ÿà¯ˆ à®°à®_à¯çà®_ à®•à®_à®µà®°à®®à¯ç à®µà®°à¯ˆ à®ªà¯‹à®•à®_à®_à®®à¯ç à®¨à®Ÿà¯çà®ªà¯Åà®•à®_à¯ˆ à®ªà®¿à®°à®¿à®•à¯çà®• à®µà®¨à¯çà®_ à®µà®¿à®·à®®à¯ç à®‡à®¨à¯çà®_ #IPL2018,3/29/18 11:27
Jainam2410,True #HallaBol #IPL2018 #Cricket,3/29/18 11:21
iamkvchowdary,@davidwarner31 you have wasted your wonderful carrer @SunRisers @IPL #VivoIPL #IPL2018 #IPL11 @CricketAus https:// twitter.com/davidwarner31/ status/979216486760927232 â€_,3/29/18 11:16
RaazHero2,Top 10 Batsmen With Most Sixes in IPL Cricket 1. Chris Gayle - 265 2. #SureshRaina - 173 3. Rohit Sharma - 172 4. Virat Kohli - 159 5. David Warner - 159 6. MS Dhoni - 156 7. AB de Villiers - 156 8. Kieron Pollard - 147 9. Yusuf Pathan - 146 10. Yuvraj Singh - 141 #IPL2018,3/29/18 11:14
dna,#IPL2018 #IPLSchedule | @RCBTweets v/s @DelhiDaredevils match venues swapped due to #KarnatakaElections2018 Here's the new updated IPL Schedule: http:// dnai.in/fkCU pic.twitter.com/tDChfQfcJO,3/29/18 11:10
IamHagarwal,@virendersehwag at this #IPL2018 @IPL 8 team lgayegi jor Croud ka hoga shor Har player likhega ek naya daur Miss mat kijiyega @StarSportsIndia rakhiyega on Or sath hi sath... Viru PAAJI ki commentary hogi more pic.twitter.com/rDlxcZyfIW,3/29/18 11:08
Abhi_Pundit,All these just for the sake of @IPL bas khud ki pockets Khali nahi hone chahiye hai #Boycott #IPL2018,3/29/18 10:59
Dream11footbal5,Sher se sher ladega toh kon jeetega[ ipl ] #BESTvsBEST #ipl2018 #HallaBol #dream11 #Dream11expert #Dream11Team #Dream11guru #NBAFantasy #basketball,3/29/18 10:55
MediaInfoline,Kansai Nerolac Paints announces its IPL association for 2018 More : https:// goo.gl/cAq2Pp @Nerolac_Paints #mediawatch #IPL2018 pic.twitter.com/YPf1gSysB9,3/29/18 10:54
JVocklin,Yellow army #Thala #WhistlePodu This time #ChennaiSuperKings my all time favorite team is back yo. #IPL2018 ..(PC chennai ipl ) pic.twitter.com/iC7kfXGLXK,3/29/18 10:53
akash_2181,My playing XI for @RCBTweets this @IPL #IPL2018 1. @QuinnyDeKock69 2. @ImMananVohra 3. @imVkohli 4. @ABdeVilliers17 5. @mandeeps12 6. Colin de Grandhomme 7. @chriswoakes 8. Washington Sundar 9. @y_umesh 10. Navdeep Saini/ @AshwinMurugan8 11. @yuzi_chahal,3/29/18 10:49
_rchi_2504,Hahahahahaha ye #IPL Hai boss.. yhaa kch b ho sktaa Well jo b h I'm eagerly waiting for #IPL2018,3/29/18 10:47
JassiYuvian12,I so wish to see irfan Pathan playing for some team such a talented player hosting a show doesnâ€™t do justice. #IPL2018 #IPL #Pathan,3/29/18 10:40
msdaddicts,Captain Who Knows How To Win . @msdhoni @ImRaina @ChennaiIPL @DJBravo47 @imjadeja @CSKFansOfficial . #mahi #msd #msdhoni #dhoni ##msdhonifc #bleeddhonism #dhoniaddicts #msdhonifansofficial #WhistlePodu #whistlepoduarmy #ipl #ipl2018 #raina #djbravo #hussey #jadeja #jaddu pic.twitter.com/aemQRssBvc,3/29/18 10:40
pandaritebankex,"#IPL2018 , #IPL hashtag tweets lam mute panra option eruka paa",3/29/18 10:36
Vijay_Anban,Waiting 4 This Moment On #May20 .. #CSKvsKXIP #ForeverProudVIRUFan .. #AmidstASeaOfYellow A Lone #KXIP Warrior @#Chepauk #Throwback .. @lionsdenkxip @virendersehwag #IPL2018 #IPL .. pic.twitter.com/GmFDJHMAoZ,3/29/18 10:32
vijay_Singh84,Hey @BrettLee_58 Do u participate as a commentator in flamboyant IPL festival ? #IPL2018,3/29/18 10:32
Ajayrasikshah,"#ContestAlert ans-C #KnightRiders , #KKRHaiTaiyaar #IPL2018 #Contest pic.twitter.com/2SetKKsTqt",3/29/18 10:31
CricKingApp,Which captain will lead their team to IPL title? #IPL2018 pic.twitter.com/BIB2tULVSV,3/29/18 10:30
Dhoni7_fc,CSK 2008 ~ Runners up 2009 ~ Semifinalists 2010 ~ Champion 2011 ~ Champion 2012 ~ Runners up 2013 ~ Runners up 2014 ~ Semifinalists 2015 ~ Runners up 2018 ~ ????? #IPL2018 #VIVOIPL #ipl #CSK,3/29/18 10:27
Ghazal_House,@vivo_ ipl _2018 #VivoIPL #IPL2018,3/29/18 10:27
lakshmanclassy,#IPL2018 In less than 10 Days COUNTDOWN TO IPL BEGINS,3/29/18 10:26
bettingking365,England women's vs India women 100%winning report results what's app 7013298607 #PSL2018 #HBLPSL #T20I #Cricket #cricketinsider #MarketLoad #IPL2018 #IPL #IPL11 #bettingtips #EngvAus #SLWvPAKW #SLvPAK #PAKvWI #AUSvsSA #TriSeries #SRH #VIVOIPL #RoyalsOfCricket #BESTvsBEST pic.twitter.com/kR0tqpxBBY,3/29/18 10:24
PTVSports_T20,How Jasprit Bumrah became the IPL 's premier death-overs specialist #IPL2018 pic.twitter.com/pbtKnd82Rg,3/29/18 10:23
thesolankimj,Mike hussy @IPL #IPL2018,3/29/18 10:21
Ghazal_House,@Vivo_ IPL _2018 #IPL2018,3/29/18 10:21
sirdilipsingh,à_•à¥çà_¯à__ à_¸à¥çà_Ÿà¥€à_µ à_¸à¥çà_®à_¿à_¥ à_•à¥€ à_†à_‚à_¸à¥‚ / à_ªà_›à__à__à_µà__ à__à¥‡à_–à_•à_° à_‰à_¨à_•à¥€ à_¸à_œà__ à_•à¥‹ à_•à_® à_•à_° à__à¥‡à_¨à¥€ à__à__à_ˆà_è? à_•à¥çà_¯à¥‚à_•à¥€ à_‰à_¨à_•à¥€ à_¸à_œà__ à_•à__à_«à¥€ à_œà__à_¯à__à__ à__à¥ˆà¥_ Yes or no #BallTamperingScandal #BallTamperingRow #YuvaHallaBol #IPL2018 #IPL #IPL11 #socialmedia #Twitter #CricketAustralia #CricketComesHome #cricketcrisis #à_¡à_°à¥‹_à__à_—à_µà__à_¨_à_¸à¥‡,3/29/18 10:21
om_mehta,JEERO !!!! #IPL2018 #IPL11 #IPL https:// twitter.com/rajasthanroyal s/status/979376973683204096 â€_,3/29/18 10:19
toisports,#IPL2018 #BallTampering Ball tampering row won't affect brand @IPL : @parthiv9 More: http:// toi.in/65a0KZ/a24gk pic.twitter.com/yP7y8kDB3G,3/29/18 10:16
rakshak35,"Are you the #cricket fan? if yes then checkout this app To get #IPL2018 Live Scores #IPL News , #vivoIPL Highlights & #Dream11 in One App Only!! Just click!! http:// bit.ly/IPL2018App #TechyRakshak #IPLT20 #VIVOIPL2018 set #TARGET to get 100K Downloads on #GooglePlay pic.twitter.com/v2xMYOrruD",3/29/18 10:14
ESPNcricinfo,How Jasprit Bumrah became the IPL 's premier death-overs specialist #IPL2018 pic.twitter.com/NJeREo777q,3/29/18 10:14
vaibhav__63,Bcci banned Steven Smith and David Warner from playing IPL 2018. Meanwhile CSK is all set to play IPL2018 . Hey there irony ? #BallTampering #AusvsSA,3/29/18 10:12
AmMeet16,#India #IPL #IPL2018 #SteveSmith #Australiancricket @CricketAus @bhogleharsha @cricketaakash https:// twitter.com/ImRo45/status/ 979329253693992965 â€_,3/29/18 10:11
IPLCricket,Indian Premier League - winner list 2008 : RR 2009 : DC 2010 : CSK 2011 : CSK 2012 : KKR 2013 : MI 2014 : KKR 2015 : MI 2016 : SRH 2017 : MI 2018 : ??? #IPL2018 #vivoIPL #IPL,3/29/18 10:10
STsportsUK,#IPL2018 #IPL https:// goo.gl/VeVDKj pic.twitter.com/CBrPcrdLsK,3/29/18 10:09
sbtshwet,Smart Decision taken by SRH by appointing @KaneWilliamson2 as their captain because experience always counts. #IPL2018 #IPL #IPL11,3/29/18 10:09
AllaboutBtown,Is Varun Dhawan getting higher price than Ranveer Singh for performing in IPL and 2018 #ranveersingh #varundhawan #ipl2018 #bollywoodentertainment10 #bollywoodentertainment #allaboutbtown pic.twitter.com/u8KoldyL9V,3/29/18 10:02
SK__Cricket,First 10 seasons: Zero @IPL titles #IPL2018 : One of the title favourites @BrokenCricket picks five things will prove to be the X-Factor for @DelhiDaredevils https://www. sportskeeda.com/cricket/five-x -factors-for-delhi-daredevils-in-ipl-2018?ref=vamar â€_,3/29/18 10:00
CricketPhD,"Kane Williamsonâ€™s going to be an excellent captain. The very antithesis of Warner. Soft-spoken, kind and full of class :) #BallTampering #BallTamperingRow #BallTamperingScandal #SandpaperGate #IPL #IPL2018",3/29/18 9:59
Rathodashu23,Heartly congratulations to @BhuviOfficial and #KaneWilliamson for your new roles in IPL 2018. #SunrisersHyderabad #IPL2018,3/29/18 9:56
CinemaPichhi,Trivikram directing NTRâ€™s #IPL2018 brand endorsing Telugu ads. These ads will be aired on all Telugu channels starting from next week until the end of this years IPL .,3/29/18 9:54
CricketSarcasms,The only bowler who holds this record after bowling 300+ overs in IPL . #IPLfacts #IPL2018 #IPL11 #KKR pic.twitter.com/4zrMl3CECD,3/29/18 9:51
HD1_SpOrTS,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:44
ur_mind_hacker,i urge @BCCI @IPL for giving permission to #warner_smith to play in IPL2018,3/29/18 9:42
ashu81878284,@IPL reconcider banning smith and warner from ipl2018 .....,3/29/18 9:39
angeleyess4uin,Ans) C - 82 Matches #KKRHaiTaiyaar #IPL2018 @,3/29/18 9:36
angeleyess4uin,Ans) C - 82 Matches #KKRHaiTaiyaar #IPL2018,3/29/18 9:36
imSkrishnaaa,According to TOI: Junior Dala is going to replace Mitchell Santner in CSK and Heinrich Klassen would replace Steve Smith. Like seriously? How come players who weren't registered with BCCI for the IPL Auctions 2018 can be replacement options? #IPL2018 #VIVOIPL #IPL11,3/29/18 9:36
VIVOIPL_T20,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:34
BCCI_Score,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:33
HRS_Cricket,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:32
officialDhoniFC,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:31
debjyotig688,I am happy bcoz after 2years my fav team is back this year #IPL . Come on #CSK Best of luck to team @ChennaiIPL for #IPL2018 All d very best for this yr ipl . #WhistlePodu,3/29/18 9:31
imdhoni7,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:31
BeingRahulSinha,@ChennaiIPL & @rajasthanroyals both are corrupt team so cricket fans should avoid these two teams. #WhistlePodu #MatchFixers #Teams #IPL2018 #IPL,3/29/18 9:31
BCCI_Tv,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:31
im_viratkohli,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:30
PTV_Sports,Ajinkya Rahane to replace Steven Smith as captain of the Rajasthan Royals team for #IPL 2018. #IPL2018 #vivoIPL,3/29/18 9:30
IndiaFirstNews1,Dhoni IPL fee is Reduced to Half #msdhoni #dhoni #mahi #ipl2018 http:// youtu.be/bF799OMPLSE?a,3/29/18 9:30
ekdumviral,David Warner and his family after his ban for ball tampering incident.. Follow Ekdum Viral for more updates! . . . . . . . . . . #davidwarner #stevesmith #cricketers #Australia #cricketer #cricket #ban #ipl #ipl2018 #ekdumviral pic.twitter.com/waM0SdsBHK,3/29/18 9:29
Tez_Cricket,Player of the series in #IPL 2008 : Shane watson 2009 : Adam Gilchrist 2010 : Sachin Tendulkar 2011 : Chris gayle 2012 : Sunil Naraine 2013 : Shane Watson 2014 : Glenn Maxwell 2015 : Andre Russell 2016 : Virat Kohli 2017 : Ben Stokes 2018 : ?? #IPL2018 #VivoIPL #IPL11 #IPL2018,3/29/18 9:29
Tez_Cricket,Highest successful run chases in IPL Rajasthan royals : 217 runs Delhi Daredevils : 214 runs Kings X1 punjab : 211 runs Chennai super kings : 208 runs Kings X1 punjab : 206 runs #IPL2018 #vivoIPL #ipl #IPL2018 #IPL2018,3/29/18 9:29
Tez_Cricket,Highest Partner'Ships in IPL Gambhir-Chris Lynn - 184 vs GL Gambhir-Uthappa - 158 vs RPS S Samson-Rishabh Pant - 143 vs GL Warner-Dhawan - 139 vs KKR Dhawan-K Williamson - 136 vs DD #IPL2018 #vivoIPL #IPL #IPL2018,3/29/18 9:29
Tez_Cricket,Five Fastest Half-Centuries in #IPL History! . #IPL2018 #vivoIPL #IPL11 #IPL2018 pic.twitter.com/byWphiQGek,3/29/18 9:29
Tez_Cricket,Most 50+ Partner'ships in #IPL 20 Kohli-Gayle 16 Warner-Dhawan 14 Kohli-ABD 13 M Vijay-M Hussey 12 Uthappa-Gambhir #IPL2018 #vivoIPL #IPL11 #IPL2018,3/29/18 9:29
Tez_Cricket,Most 100+ partner'ship in #IPL 9 : Kohli-Gayle 7 : Kohli-ABD 4 : Warner-Dhawan 3 : Uthappa-Gambhir 2 : Raina-M Hussey #IPL2018 #vivoIPL #IPL11 #IPL2018,3/29/18 9:29
parasmendiratta,Find out who are the six players who played out for same franchise over the first ten years in IPL . https:// parasmendiratta07.wordpress.com/2018/03/29/six -players-who-played-for-same-franchise-in-the-glorious-ten-years-in-ipl/ â€_ | Read | Like | Comment | Share | @imVkohli @harbhajan_singh @RayuduAmbati @shaunmarsh9 @Lasith99Malinga @KieronPollard55 @IPL #IPL2018 #IPL,3/29/18 9:29
AswinKuruvath,JUST IN : IPL REPLACEMENTS - CSK signed Junior Dala for injured Santner SRH signed Kusal Perera for banned David Warner RR signed Heinrich Klaasen for banned Steve Smith #IPL #RR #SRH #CSK #IPL11 #IPL2018,3/29/18 9:28
Sandy14999,"Huge loss for @SunRisers , their most successful Captain & player is not available for dis @IPL @davidwarner31 #IPL #IPL2018 #DavidWarner #SAvAUS #BallTamperingScandal",3/29/18 9:28
OnThisForNow,The bestest decision... He will now help the other bowlers with more responsibility ! Very well done by @SunRisers ! #SRH #IPL2018 #IPL,3/29/18 9:27
PTV_SportsLive,Player of the series in #IPL 2008 : Shane watson 2009 : Adam Gilchrist 2010 : Sachin Tendulkar 2011 : Chris gayle 2012 : Sunil Naraine 2013 : Shane Watson 2014 : Glenn Maxwell 2015 : Andre Russell 2016 : Virat Kohli 2017 : Ben Stokes 2018 : ?? #IPL2018 #VivoIPL #IPL11 #IPL2018,3/29/18 9:26
PTV_SportsLive,Highest successful run chases in IPL Rajasthan royals : 217 runs Delhi Daredevils : 214 runs Kings X1 punjab : 211 runs Chennai super kings : 208 runs Kings X1 punjab : 206 runs #IPL2018 #vivoIPL #ipl #IPL2018 #IPL2018,3/29/18 9:26
PTV_SportsLive,Highest Partner'Ships in IPL Gambhir-Chris Lynn - 184 vs GL Gambhir-Uthappa - 158 vs RPS S Samson-Rishabh Pant - 143 vs GL Warner-Dhawan - 139 vs KKR Dhawan-K Williamson - 136 vs DD #IPL2018 #vivoIPL #IPL #IPL2018,3/29/18 9:25
Cricket_stats_,Gambhir won IPL with Piyush Chawla and Yusuf Pathan in team. Kohli couldn't do it with De Villers and Gayle. Levels. #IPL2018 #vivoIPL #BESTvsBEST #Cricket #FrydayPoster #DD,3/29/18 9:23
PTV_SportsLive,Five Fastest Half-Centuries in #IPL History! . #IPL2018 #vivoIPL #IPL11 #IPL2018 pic.twitter.com/UJnoasJhz6,3/29/18 9:22
cricket__hindi,#IPL2018 List of oldest players in #IPL history #à_†à_ˆà_ªà¥€à_èà__2018 : #à_†à_ˆà_ªà¥€à_èà__ à_•à¥‡ à_ªà_¿à_›à__à¥‡ 10 à_¸à_‚à_¸à¥çà_•à_°à_£à¥‹à_‚ à_®à¥‡à_‚ à_–à¥‡à__à_¨à¥‡ à_µà__à__à¥‡ à_¸à_¬à_¸à¥‡ à_…à_§à_¿à_• à_†à_¯à¥Å à_µà__à__à¥‡ à_–à_¿à__à__à_¡à__à_¿à_¯à¥‹à_‚ à_•à¥€ à_¸à¥‚à__à¥€! https://www. cricketinhindi.com/ipl-hindi/ipl- 2018/list-of-oldest-players-in-ipl-history/ â€_ pic.twitter.com/0Rsn6zJGqI,3/29/18 9:22
zubinsheth96,IPL will not be the same without @davidwarner31 & @stevesmith49 #IPL2018,3/29/18 9:22
PTV_SportsLive,Most 50+ Partner'ships in #IPL 20 Kohli-Gayle 16 Warner-Dhawan 14 Kohli-ABD 13 M Vijay-M Hussey 12 Uthappa-Gambhir #IPL2018 #vivoIPL #IPL11 #IPL2018,3/29/18 9:21
PTV_SportsLive,Most 100+ partner'ship in #IPL 9 : Kohli-Gayle 7 : Kohli-ABD 4 : Warner-Dhawan 3 : Uthappa-Gambhir 2 : Raina-M Hussey #IPL2018 #vivoIPL #IPL11 #IPL2018,3/29/18 9:21
Tez_Cricket,Did you know? praveen kumar has bowled most no. of dot balls in #IPL History. Most Dots 1075 - Praveen Kumar 1060 - Lasith Malinga 1060 - Harbhajan Singh 978 - Dale Styen 953 - Amit Mishra #IPL2018 #vivoIPL #ipl #IPL2018,3/29/18 9:21
Tez_Cricket,"Highest Match Aggregates in #IPL 469 - CSK vs RR, Chennai, 2010 453 - MI vs KXIP, Wankhede, 2017 447 - CSK vs KXIP, Mohali, 2008 #IPL2018 #vivoIPL #IPL11 #IPL2018 #VIVOIPL",3/29/18 9:21
Tez_Cricket,Highest totals in IPL RCB : 263/5 vs PWI RCB : 248/3 vs GL CSK : 246/5 vs RR CSK : 240/L vs KXIP RCB : 235/1 vs MI #IPL2018 #vivoIPL #IPL #IPL2018,3/29/18 9:21
Tez_Cricket,Bowlers with most wickets in a single #IPL season 32 : Dwayne Bravo 28 : Lasith Malinga 28 : James Faulkner 26 : Dwayne Bravo 25 : Morne Morkel #IPL2018 #vivoIPL #IPL11 #IPL2018,3/29/18 9:21
Geo_CricBuz,2018 IPL Captains: CSK: Dhoni RCB: Kohli KKR: Karthik KXIP: Ashwin SRH: Kane MI: Rohit LRR: Rahane DD: Gambhir #IPL2018,3/29/18 9:20
PTV_SportsLive,Did you know? praveen kumar has bowled most no. of dot balls in #IPL History. Most Dots 1075 - Praveen Kumar 1060 - Lasith Malinga 1060 - Harbhajan Singh 978 - Dale Styen 953 - Amit Mishra #IPL2018 #vivoIPL #ipl #IPL2018,3/29/18 9:19
Akanksha1881996,Ipl starting from 7th april and so does betting season! #IPL11 #IPL #IPL2018 #bettingpredictions #money #csk #KKR #mumbaiindians #RajasthanRoyals,3/29/18 9:19
PTV_SportsLive,"Highest Match Aggregates in #IPL 469 - CSK vs RR, Chennai, 2010 453 - MI vs KXIP, Wankhede, 2017 447 - CSK vs KXIP, Mohali, 2008 #IPL2018 #vivoIPL #IPL11 #IPL2018 #VIVOIPL",3/29/18 9:18
PTV_SportsLive,Highest totals in IPL RCB : 263/5 vs PWI RCB : 248/3 vs GL CSK : 246/5 vs RR CSK : 240/L vs KXIP RCB : 235/1 vs MI #IPL2018 #vivoIPL #IPL #IPL2018,3/29/18 9:18
PTV_SportsLive,Bowlers with most wickets in a single #IPL season 32 : Dwayne Bravo 28 : Lasith Malinga 28 : James Faulkner 26 : Dwayne Bravo 25 : Morne Morkel #IPL2018 #vivoIPL #IPL11 #IPL2018,3/29/18 9:18
Iyarkai_RtHari,Yesterday Match Australia Test Cricket #Australiancricket #SteveSmith #bancroft @stevesmith49 @cbancroft4 #ICC @rajasthanroyals #IndianArmy #IPL2018 @IPL pic.twitter.com/9Al2qIZhXb,3/29/18 9:12
harsha6varma,Loved this @m_nikhilesh @kasi_wp800 @sujan0755 @Pramodh2994 #CSK #IPL2018 #IPL #YellowArmy https:// twitter.com/EquitasBank/st atus/979317062722994176 â€_,3/29/18 9:11
ShilajitIsHere,@RCBTweets home match vs @ChennaiIPL is on a Wednesday! This is a very famous rivalry and has had some historic match ups. Very poor scheduling! #IPL2018 @IPL,3/29/18 9:08
StarCricket,Highest Partner'Ships in IPL Gambhir-Chris Lynn - 184 vs GL Gambhir-Uthappa - 158 vs RPS S Samson-Rishabh Pant - 143 vs GL Warner-Dhawan - 139 vs KKR Dhawan-K Williamson - 136 vs DD #IPL2018 #IPL,3/29/18 9:07
freehitapps,Which is the most #destructive pair in #IPL2018 #FreeHitApps @ChennaiIPL @RCBTweets @mipaltan #IPL,3/29/18 9:05
StarCricket,"Highest Match Aggregates in #IPL 469 - CSK vs RR, Chennai, 2010 453 - MI vs KXIP, Wankhede, 2017 447 - CSK vs KXIP, Mohali, 2008 #IPL2018 #IPL11",3/29/18 9:05
AbrahamToji,Should Warner and Smith play in IPL,3/29/18 9:04
uvkarthik1994,which cricketer are we trying to replace Warner? @SunRisers #SRH #IPL2018 #Ipl,3/29/18 9:01
amsuduu,You Make Us Proud.. All the cricket Fans of Nepal Will Pray For Your Better Performance in Upcoming #IPL2018 .. Best Of Luck Broda... @IamSandeep25 @IPL @DelhiDaredevils @NepaliCricketFC pic.twitter.com/95n39pKrgF,3/29/18 9:00
samaynews24,#IPL2018 #StevenSmith #DavidWarner à_¬à¥‰à__ à_Ÿà¥‡à_‚à_ªà_°à_¿à_‚à_— à_•à¥€ à_¬à¥‡à_ˆà_®à__à_¨à¥€ à_ªà_° IPL à_¸à¥‡ à__à¥€ à_•à_Ÿ à_—à_¯à__ à_¸à¥çà_®à_¿à_¥ à_”à_° à_µà¥‰à_°à¥çà_¨à_° à_•à__ à_ªà__à¥çà__à__ http://www. samaynews24.com/section_news.a spx?id=251 â€_,3/29/18 8:58
its_rehanprk,"#ContestAlert Andre @Russell12A has the potential to turnl the game with ball and bat! B) 6 Times he put in a match-winning performance for KKR #KKRHaiTaiyaar #IPL2018 #Contest Man of the Match, ODI - 5, World Cup - 1, T20I - 0, IPL - 6 Tines for @KKRiders CL - 1",3/29/18 8:57
SportsKesari,à_‡à_•à__à¥Œà__à__ à_êà_¸à__ à_–à_¿à__à__à_¡à__à¥€ à_œà¥‹ IPL à_®à¥‡à_‚ à_¬à__à__ à__à¥Åà_•à__ à__à¥ˆ 7 à_Ÿà¥€à_®à¥‡à_‚ @AaronFinch5 @IPL #IPL2018 @lionsdenkxip Read : http:// sports.punjabkesari.in/sports/news/on ly-player-who-has-changed-in-ipl-seven-teams-777005 â€_ pic.twitter.com/RU0DxOxhcl,3/29/18 8:55
gameoftransfers,Who is the best vice-captain for the upcoming @IPL ? @CSKFansOfficial @rcbfanarmy @OfficialDDfans @KkrKnightRiders @MumbaiIndianfan @SunrisersHydSRH @TvRoyals #BESTvsBEST #IPL11 #IPLT20 #IPLAuction #IPL2018,3/29/18 8:53
4NewsTamil,#IPL #IPL2018 #SunRisers #KaneWilliamson #Warner à®_à®©à¯ç à®°à¯ˆà®_à®°à¯çà®¸à¯ç - à®•à¯‡à®©à¯ç à®µà®¿à®_à¯çà®_à®¿à®¯à®®à¯çà®_à®©à¯ç à®‡à®Ÿà¯ˆà®•à¯çà®•à®_à®_ à®•à¯‡à®ªà¯çà®Ÿà®©à¯ç https:// 4tamilnews.com/sun-risers-kan e-williamson/ â€_,3/29/18 8:53
AmarUjalaNews,"IPL à_®à¥ˆà__à¥‹à_‚ à_•à¥‡ à_•à__à_°à¥çà_¯à_•à¥çà_°à_® à_®à¥‡à_‚ à__à¥Åà_† à_¬à_¡à__à__ à_«à¥‡à_°à_¬à__à__, à_µà_¿à_°à__à_Ÿ à_•à¥‡ à_¸à__à_®à_¨à¥‡ à_–à_¡à__à¥€ à__à¥Åà_ˆ à_¨à_¯à¥€ à_®à¥Åà_¸à¥€à_¬à__ @IPL @RCBTweets @imVkohli @DelhiDaredevils #IPL2018 https://www. amarujala.com/cricket/cricke t-news/ipl-2018-due-karnataka-elections-royal-challengers-bangalore-and-delhi-daredevils-rescheduled â€_",3/29/18 8:50
